"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-3700989","Transcriptional Regulation by TP53","117/2126","365/10616",2.31523278299018e-08,2.80774593864445e-07,1.92751437435546e-07,"COX8A/POLR2G/COX6C/TMEM219/COX5B/GTF2H5/COX6B1/LAMTOR2/BTG2/PRKAG1/CNOT8/BNIP3L/PRMT5/COX14/COX5A/YWHAB/LAMTOR3/TNFRSF10A/AURKB/PPP2CB/RRAGA/CARM1/E2F7/SCO1/APAF1/POLR2K/TSC1/FAS/LAMTOR5/CENPJ/SESN1/COX7B/E2F8/UBB/AGO2/UBC/L3MBTL1/CASP10/PPP2R5C/RRM2B/CCNG1/GSR/DYRK2/TNRC6A/PRELID3A/CRADD/SESN3/RFC3/PRDX5/TIGAR/SUPT4H1/CNOT7/TAF15/DAXX/RPA2/MEAF6/SSRP1/CASP6/PCNA/PIP4K2A/NDRG1/ZNF385A/EXO1/BRIP1/TFDP1/POLR2L/RICTOR/SCO2/STEAP3/POLR2B/CDKN1B/PRKAA1/NBN/JMY/DDIT4/POLR2E/BRCA1/WRN/PML/AGO4/TP53INP1/JUN/CCNK/SUPT16H/TRIAP1/FANCI/NDUFA4/MAPKAPK5/CHEK1/ING5/POLR2C/POLR2I/TNRC6B/TAF11/RBBP7/PMAIP1/GTF2F2/BLM/TACO1/COX20/UBA52/TP53RK/CDK1/ATM/MRE11/RFC5/RRAGD/MSH2/PRDX1/CCNB1/YWHAH/BIRC5/CCNA2/GTF2H3/RBBP8/MDM4/GPI",117
"R-HSA-69275","G2/M Transition","72/2126","195/10616",2.5832008668793e-08,3.10449545623152e-07,2.13123257864864e-07,"PSMB10/PCNT/PLK1/PSME1/MYBL2/NINL/RBX1/TUBA4A/TUBGCP6/PPP2CB/DCTN2/PSMB1/CEP164/CENPJ/UBB/PKMYT1/PSMA2/UBC/ACTR1A/PSMD6/OPTN/PSMC2/PSMB8/PSMB2/MAPRE1/GTSE1/MZT2B/PSMC5/PSMD9/CENPF/PSMA3/LCMT1/SKP1/PSMB5/CCNB2/PSMA1/CDC25A/PSMD13/PSMD10/DYNLL1/SEM1/NME7/PSMB3/XPO1/ALMS1/PPP2R2A/PPP1CB/PSMC4/CETN2/CEP290/PSMA5/PSMD14/TUBGCP4/PSMD5/RAB8A/PSMA4/PSMC3/UBA52/CDK1/TUBGCP5/PSMB7/NEDD1/PSMD7/PSMD2/PSMD12/PSMD8/CCNB1/NEK2/CCNA2/PSME3/PSMB4/TUBB",72
"R-HSA-6790901","rRNA modification in the nucleus and cytosol","32/2126","62/10616",2.85557715392036e-08,3.40119636011586e-07,2.33491740969052e-07,"NOL6/PDCD11/DHX37/NOC4L/NOP2/RRP9/NOP14/NAT10/IMP3/HEATR1/DDX47/FBL/TBL3/UTP20/TRMT112/RPS14/NOP10/UTP4/KRR1/UTP25/WDR36/UTP11/IMP4/DDX52/RPS6/UTP18/FCF1/WDR75/WDR46/WDR3/UTP15/EMG1",32
"R-HSA-110314","Recognition of DNA damage by PCNA-containing replication complex","20/2126","30/10616",3.71080739326036e-08,4.38072306425603e-07,3.00736137134282e-07,"POLE/POLD4/RBX1/POLD1/POLD2/UBB/UBC/UBE2B/RFC3/RPA2/PCNA/POLE4/POLE3/CUL4B/CUL4A/DTL/UBA52/RFC5/DDB1/POLE2",20
"R-HSA-453274","Mitotic G2-G2/M phases","72/2126","197/10616",4.19492460692542e-08,4.90879774178817e-07,3.36988403326419e-07,"PSMB10/PCNT/PLK1/PSME1/MYBL2/NINL/RBX1/TUBA4A/TUBGCP6/PPP2CB/DCTN2/PSMB1/CEP164/CENPJ/UBB/PKMYT1/PSMA2/UBC/ACTR1A/PSMD6/OPTN/PSMC2/PSMB8/PSMB2/MAPRE1/GTSE1/MZT2B/PSMC5/PSMD9/CENPF/PSMA3/LCMT1/SKP1/PSMB5/CCNB2/PSMA1/CDC25A/PSMD13/PSMD10/DYNLL1/SEM1/NME7/PSMB3/XPO1/ALMS1/PPP2R2A/PPP1CB/PSMC4/CETN2/CEP290/PSMA5/PSMD14/TUBGCP4/PSMD5/RAB8A/PSMA4/PSMC3/UBA52/CDK1/TUBGCP5/PSMB7/NEDD1/PSMD7/PSMD2/PSMD12/PSMD8/CCNB1/NEK2/CCNA2/PSME3/PSMB4/TUBB",72
"R-HSA-68962","Activation of the pre-replicative complex","21/2126","33/10616",5.70383536705486e-08,6.61644902578364e-07,4.54218468589266e-07,"POLE/MCM10/CDC45/RPA4/MCM4/RPA2/POLA2/POLE4/MCM3/POLE3/MCM2/CDC6/CDC7/ORC4/MCM8/ORC1/ORC3/ORC2/PRIM2/ORC5/POLE2",21
"R-HSA-6791226","Major pathway of rRNA processing in the nucleolus and cytosol","68/2126","184/10616",6.02765555281981e-08,6.93180388574278e-07,4.75867543643669e-07,"RPS15A/RPS11/NOL6/RRP1/RPL39L/PDCD11/RPS27L/RIOK3/DHX37/BOP1/PELP1/TSR1/EXOSC2/NOC4L/EXOSC5/RPL36AL/LAS1L/DDX21/RRP9/NOP14/PES1/MTREX/RPL11/RPS24/RPL14/IMP3/BYSL/HEATR1/DDX47/RPL15/FBL/TBL3/RIOK2/WDR12/UTP20/RPS14/ISG20L2/RPL22/UTP4/ERI1/RPL27A/WDR18/KRR1/UBA52/RPL4/RPS23/UTP25/XRN2/WDR36/UTP11/NOL9/IMP4/DDX52/RPS6/UTP18/EXOSC1/NIP7/FCF1/WDR75/WDR46/TEX10/WDR3/RPP30/LTV1/UTP15/EXOSC9/EMG1/EXOSC8",68
"R-HSA-4086400","PCP/CE pathway","41/2126","92/10616",7.67660557445358e-08,8.70767976394284e-07,5.97781219492643e-07,"PSMB10/PSME1/AP2S1/RAC2/PFN1/PSMB1/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PRKCG/PSMB2/RHOA/PSMC5/PSMD9/PSMA3/PSMB5/CLTC/PSMA1/PSMD13/PSMD10/SEM1/PSMB3/PSMC4/PSMA5/PSMD14/PSMD5/FZD3/AP2M1/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4",41
"R-HSA-6798695","Neutrophil degranulation","143/2126","477/10616",7.70244536840521e-08,8.70767976394284e-07,5.97781219492643e-07,"RHOG/YPEL5/PLAC8/CTSH/CAT/VAMP8/ALDOC/LYZ/PTAFR/CD63/FTH1/PTGES2/CD68/OSTF1/RAP1B/CTSS/CRACR2A/IST1/MNDA/LAMTOR2/CNN2/GMFG/MIF/GDI2/HVCN1/MVP/BST2/SELL/ITGB2/ERP44/PRCP/LAMTOR3/SLC44A2/SDCBP/SNAP23/PSMB1/CD44/DEGS1/ENPP4/GLIPR1/CTSB/APAF1/CFP/GSTP1/B2M/HMOX2/PYCARD/AMPD3/NCKAP1L/ATP6V1D/HGSNAT/TRAPPC1/COPB1/CD58/PECAM1/PSMA2/PSMD6/PTPRC/CAP1/PSMC2/GSN/CD53/RAB27A/RAP1A/RHOA/RAB14/DYNLT1/RAB5B/DERA/FUCA1/COMMD9/ITGAM/MANBA/CEACAM1/CPNE3/ACTR10/GOLGA7/PSEN1/IDH1/PLEKHO2/SLC15A4/PNP/LRMP/GLA/NBEAL2/JUP/TMEM30A/ACLY/VCP/DYNC1LI1/DBNL/RNASET2/CYBB/ADA2/SNAP29/PSMD13/VPS35L/GYG1/RAB24/ARHGAP9/PGM2/DYNLL1/RAB18/RAB3A/KCNAB2/UBR4/GSDMD/PLAU/IQGAP1/VCL/CEP290/PSMA5/ALOX5/STOM/RAB37/PTPN6/LAIR1/HEXB/APRT/PSMD14/ITGAX/PGRMC1/VAPA/PGM1/PSMC3/DOK3/PSMB7/PYGL/SCAMP1/CREG1/PRDX6/PSMD7/P2RX1/PSMD2/PSMD12/ATP11B/IMPDH2/C5AR1/CTSC/TNFRSF1B/TUBB/GPI/CCT2",143
"R-HSA-5688426","Deubiquitination","96/2126","291/10616",9.37972220062174e-08,1.05147474080919e-06,7.21836206505167e-07,"PSMB10/KAT2A/SNX3/PSME1/POLB/HGS/SMAD2/BIRC3/IFIH1/NFKBIA/NFRKB/TNFAIP3/PSMB1/H2BC12/UFD1/H2BU1/INO80C/DDX58/UBB/PSMA2/UBC/PSMD6/USP13/PSMC2/BIRC2/OTUB1/PSMB8/H2AC4/KAT2B/PSMB2/RHOA/TGFBR1/SMAD3/SUDS3/PSMC5/PSMD9/PSMA3/MBD5/CYLD/PSMB5/MAT2B/VCP/PSMA1/CDC25A/PSMD13/TGFBR2/PSMD10/STAM2/SEM1/JOSD1/RIPK1/RIPK2/H2AC12/SKP2/CLSPN/PSMB3/VDAC3/BRCA1/PSMC4/MCRS1/H2AC17/H2BC5/PSMA5/UBE2D1/ATXN7/BABAM1/PSMD14/PSMD5/RUVBL1/PSMA4/H2AC16/H2BC14/PSMC3/UBA52/ARRB1/USP10/CDK1/H2AW/H2BC15/PSMB7/H2BC8/MYC/USP16/PSMD7/PSMD2/PSMD12/PSMD8/ZRANB1/CCNA2/PSME3/H2BC4/UCHL3/PSMB4/PTRH2/MDM4/UCHL5",96
"R-HSA-110313","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template","23/2126","39/10616",1.02266986793459e-07,1.13686800318729e-06,7.80458583423768e-07,"POLE/ISG15/POLD4/POLD1/UFD1/UBE2L6/POLD2/UBB/UBC/UBA7/RFC3/RCHY1/RPA2/PCNA/POLE4/VCP/POLE3/PCLAF/UBA52/USP10/RFC5/POLE2/MAD2L2",23
"R-HSA-5693532","DNA Double-Strand Break Repair","62/2126","165/10616",1.14513036440505e-07,1.26248256703829e-06,8.66692837783725e-07,"POLE/H4C2/H4C1/H4C3/POLD4/POLD1/H4C5/TIMELESS/PPP5C/EME1/POLQ/H4C4/H2BC12/PRKDC/UBE2N/H2BU1/XRCC4/POLD2/XRCC2/UBB/UBC/H4C13/KPNA2/PAXIP1/RFC3/RPA2/LIG3/SLX4/PCNA/UBE2V2/POLE4/EXO1/BRIP1/BRCA2/POLE3/NBN/CLSPN/BRCA1/WRN/H2BC5/RAD51/RAD51C/CHEK1/BABAM1/TDP2/BLM/H2BC14/SUMO2/UBA52/ATM/RAD51AP1/H2BC15/SMARCA5/H2BC8/MRE11/RIF1/RFC5/POLE2/CCNA2/H2BC4/PARP1/RBBP8",62
"R-HSA-5610787","Hedgehog 'off' state","47/2126","113/10616",1.18388953593783e-07,1.29451527945988e-06,8.88683258210447e-07,"PSMB10/PSME1/RBX1/TUBA4A/ADCY3/PSMB1/PRKACB/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PRKAR1A/ADCY9/PSMB2/IFT52/PSMC5/PSMD9/WDR35/PSMA3/SKP1/CSNK1A1/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/WDR19/PSMB3/PSMC4/ITCH/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/KIF3A/PSME3/ADCY7/PSMB4",47
"R-HSA-5693538","Homology Directed Repair","54/2126","137/10616",1.20996244282881e-07,1.31226821035255e-06,9.0087062495598e-07,"POLE/H4C2/H4C1/H4C3/POLD4/POLD1/H4C5/TIMELESS/EME1/POLQ/H4C4/H2BC12/UBE2N/H2BU1/POLD2/XRCC2/UBB/UBC/H4C13/RFC3/RPA2/LIG3/SLX4/PCNA/UBE2V2/POLE4/EXO1/BRIP1/BRCA2/POLE3/NBN/CLSPN/BRCA1/WRN/H2BC5/RAD51/RAD51C/CHEK1/BABAM1/BLM/H2BC14/SUMO2/UBA52/ATM/RAD51AP1/H2BC15/H2BC8/MRE11/RFC5/POLE2/CCNA2/H2BC4/PARP1/RBBP8",54
"R-HSA-5696398","Nucleotide Excision Repair","46/2126","110/10616",1.3276994735852e-07,1.42834765948601e-06,9.8055903397209e-07,"POLR2G/POLE/GTF2H5/POLD4/RBX1/POLD1/NFRKB/SUMO3/POLR2K/UBE2N/INO80C/POLD2/UBB/COPS5/UBC/COPS2/RFC3/RPA2/LIG3/PCNA/UBE2V2/RNF111/POLE4/POLR2L/POLR2B/UVSSA/POLE3/CUL4B/COPS4/CUL4A/POLR2E/MCRS1/CETN2/POLR2C/POLR2I/ZNF830/RUVBL1/SUMO2/UBA52/CHD1L/RFC5/DDB1/POLE2/PRPF19/GTF2H3/PARP1",46
"R-HSA-162906","HIV Infection","80/2126","232/10616",1.39583335624322e-07,1.48170199935749e-06,1.0171867272477e-06,"POLR2G/CHMP2A/PSMB10/CHMP4B/GTF2H5/GTF2B/CHMP5/RANGAP1/PSME1/RBX1/NUP37/AP2S1/VPS28/NUP210/PSMB1/HCK/POLR2K/B2M/XRCC4/UBB/PSMA2/UBC/PSMD6/PSMC2/CHMP2B/PSMB8/ATP6V1H/PSMB2/SUPT4H1/TAF15/CXCR4/SSRP1/AP1G1/PSMC5/PSMD9/TSG101/PSMA3/GTF2A2/SKP1/PSMB5/POLR2L/PSMA1/POLR2B/PSMD13/PSMD10/SEM1/SEH1L/PSMB3/XPO1/POLR2E/VPS4B/PSMC4/CCNK/SUPT16H/PSMA5/VTA1/RAE1/GTF2E2/POLR2C/POLR2I/TAF11/PSMD14/PSMD5/GTF2F2/AP2M1/PSMA4/PSMC3/NUP54/UBA52/PSMB7/SEC13/NDC1/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4/GTF2H3/NUP155",80
"R-HSA-5621481","C-type lectin receptors (CLRs)","55/2126","141/10616",1.39950863507529e-07,1.48170199935749e-06,1.0171867272477e-06,"PSMB10/PSME1/ITPR3/ICAM2/NFKBIA/PSMB1/LYN/UBE2N/PYCARD/CALM3/PRKACB/UBB/PSMA2/UBE2D2/UBC/PSMD6/PAK1/PSMC2/PSMB8/PPP3CB/PSMB2/PSMC5/PSMD9/PSMA3/SKP1/NFATC2/PSMB5/MALT1/PSMA1/PSMD13/PSMD10/TAB2/SEM1/SYK/PSMB3/PSMC4/NFKB2/PSMA5/UBE2D1/KRAS/PSMD14/PSMD5/UBA3/PSMA4/PSMC3/UBA52/PSMB7/CLEC6A/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4/CHUK",55
"R-HSA-73886","Chromosome Maintenance","45/2126","108/10616",2.0582109791628e-07,2.16193184740407e-06,1.48416373963666e-06,"POLE/H4C2/CENPT/TINF2/H4C1/H4C3/POLD4/POLD1/OIP5/H4C5/H4C4/H2BC12/H2BU1/POLD2/H2AC4/H4C13/RFC3/CENPP/CENPO/RPA2/MIS18A/HJURP/CENPX/CENPM/PCNA/POLA2/RUVBL2/POLE4/POLE3/RSF1/CENPQ/POT1/H2BC5/RBBP7/RUVBL1/ITGB3BP/H2BC14/TERF2IP/H2BC15/SMARCA5/H2BC8/RFC5/PRIM2/POLE2/H2BC4",45
"R-HSA-446652","Interleukin-1 family signaling","54/2126","139/10616",2.12137623164035e-07,2.21087179141268e-06,1.51776095520321e-06,"PSMB10/PSME1/RBX1/MYD88/APP/NFKBIA/PSMB1/IL18BP/STAT3/PTPN9/UBE2N/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/MAP2K4/PSMB2/SMAD3/PSMC5/PSMD9/MAP3K8/PSMA3/SKP1/PSMB5/IRAK4/PSMA1/PSMD13/PSMD10/TAB2/SEM1/RIPK2/PSMB3/PSMC4/NFKB2/PSMA5/ALOX5/PTPN6/TBK1/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/NKIRAS1/PSME3/PSMB4/CHUK",54
"R-HSA-162909","Host Interactions of HIV factors","51/2126","129/10616",2.41188090925332e-07,2.49414661468522e-06,1.71222879726674e-06,"PSMB10/RANGAP1/PSME1/RBX1/NUP37/AP2S1/NUP210/PSMB1/HCK/B2M/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/ATP6V1H/PSMB2/AP1G1/PSMC5/PSMD9/PSMA3/SKP1/PSMB5/PSMA1/PSMD13/PSMD10/SEM1/SEH1L/PSMB3/XPO1/PSMC4/PSMA5/RAE1/PSMD14/PSMD5/AP2M1/PSMA4/PSMC3/NUP54/UBA52/PSMB7/SEC13/NDC1/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4/NUP155",51
"R-HSA-72203","Processing of Capped Intron-Containing Pre-mRNA","82/2126","243/10616",2.79035172918913e-07,2.86333015902946e-06,1.96567287805226e-06,"POLR2G/BUD31/SRRM2/SNRPC/NUP37/CWC15/SYF2/NUP210/POLR2K/SMNDC1/SNRNP70/EIF4E/PLRG1/MTREX/ZCRB1/SF3B4/SNRNP27/MAGOHB/CTNNBL1/LSM8/WTAP/PRPF40A/SNRNP25/THOC7/ZMAT5/FYTTD1/CRNKL1/SNW1/SRSF10/MAGOH/SF3B5/CPSF3/SNRPD3/LSM7/HNRNPL/DDX39A/SF3B6/RBM22/HNRNPF/POLR2L/POLR2B/SRSF9/LSM2/SLU7/PPIL3/METTL14/SNRPA/PRPF38A/SEH1L/SF3B3/POLR2E/PTBP1/LSM5/SNRPB/PPIH/SNRPD1/EIF4A3/PRPF31/WBP4/CSTF1/HNRNPR/SNRPB2/RAE1/POLR2C/POLR2I/LSM4/GTF2F2/NUP54/SNRNP40/SNRPD2/SEC13/PRPF4/NDC1/EFTUD2/THOC1/CPSF2/NUDT21/PRPF19/PPIL1/NUP155/YBX1/SF3A3",82
"R-HSA-6782210","Gap-filling DNA repair synthesis and ligation in TC-NER","31/2126","64/10616",3.03392126577079e-07,3.08950455613605e-06,2.12094134288516e-06,"POLR2G/POLE/GTF2H5/POLD4/RBX1/POLD1/POLR2K/POLD2/UBB/UBC/RFC3/RPA2/LIG3/PCNA/POLE4/POLR2L/POLR2B/UVSSA/POLE3/CUL4B/CUL4A/POLR2E/POLR2C/POLR2I/ZNF830/UBA52/RFC5/DDB1/POLE2/PRPF19/GTF2H3",31
"R-HSA-983168","Antigen processing: Ubiquitination & Proteasome degradation","98/2126","307/10616",4.01925158364638e-07,4.06188000953353e-06,2.78847597908481e-06,"PSMB10/UBE2G2/PSME1/ASB8/RBX1/UBE2L3/MKRN1/ASB2/PSMB1/UBE2L6/UBE2N/TRIM21/UBE2A/FBXW8/DTX3L/HERC6/UBB/PSMA2/UBE2D2/UBC/KBTBD6/PSMD6/FBXL5/PSMC2/RNF114/UBA7/PSMB8/UBE2B/RNF14/FBXO32/GAN/ANAPC11/PSMB2/RCHY1/UBE2H/TRAIP/UBE2W/PSMC5/PSMD9/UBE2V2/UBE2R2/UBE2J1/ANAPC13/FBXL3/THOP1/PSMA3/RNF111/SKP1/TRIP12/PSMB5/KLHL5/HERC3/PSMA1/PSMD13/TRIM41/PSMD10/SEM1/WSB1/CUL3/UBR4/DCAF1/KLHL13/SKP2/PSMB3/LONRF1/UBE2E1/UBE2K/FBXO7/CUL2/ANAPC10/PSMC4/RNF130/ITCH/FBXO11/PSMA5/UBE2D1/LNPEP/BTBD1/PSMD14/PSMD5/UBA3/KLHL22/PSMA4/PSMC3/UBA52/ANAPC4/PSMB7/CDC26/PSMD7/PSMD2/PSMD12/PSMD8/FBXO4/PSME3/PSMB4/UBA5/BLMH/RNF213",98
"R-HSA-5693567","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","51/2126","131/10616",4.24303546260576e-07,4.25579647151585e-06,2.92159940836329e-06,"POLE/H4C2/H4C1/H4C3/POLD4/POLD1/H4C5/TIMELESS/EME1/H4C4/H2BC12/UBE2N/H2BU1/POLD2/XRCC2/UBB/UBC/H4C13/RFC3/RPA2/SLX4/PCNA/UBE2V2/POLE4/EXO1/BRIP1/BRCA2/POLE3/NBN/CLSPN/BRCA1/WRN/H2BC5/RAD51/RAD51C/CHEK1/BABAM1/BLM/H2BC14/SUMO2/UBA52/ATM/RAD51AP1/H2BC15/H2BC8/MRE11/RFC5/POLE2/CCNA2/H2BC4/RBBP8",51
"R-HSA-72172","mRNA Splicing","67/2126","190/10616",5.7014652183384e-07,5.67593626959957e-06,3.89652375487385e-06,"POLR2G/BUD31/SRRM2/SNRPC/CWC15/SYF2/POLR2K/SMNDC1/SNRNP70/PLRG1/MTREX/ZCRB1/SF3B4/SNRNP27/MAGOHB/CTNNBL1/LSM8/PRPF40A/SNRNP25/ZMAT5/CRNKL1/SNW1/SRSF10/MAGOH/SF3B5/CPSF3/SNRPD3/LSM7/HNRNPL/SF3B6/RBM22/HNRNPF/POLR2L/POLR2B/SRSF9/LSM2/SLU7/PPIL3/SNRPA/PRPF38A/SF3B3/POLR2E/PTBP1/LSM5/SNRPB/PPIH/SNRPD1/EIF4A3/PRPF31/WBP4/CSTF1/HNRNPR/SNRPB2/POLR2C/POLR2I/LSM4/GTF2F2/SNRNP40/SNRPD2/PRPF4/EFTUD2/CPSF2/NUDT21/PRPF19/PPIL1/YBX1/SF3A3",67
"R-HSA-8852135","Protein ubiquitination","35/2126","79/10616",8.07153679202469e-07,7.97587413374884e-06,5.47542846710447e-06,"UBE2G2/RNF181/UBE2L3/PEX5/PEX2/RRAGA/H2BC12/PRKDC/UBE2N/UBE2A/UBB/UBE2D2/UBC/UBE2B/UBE2H/UBE2W/PCNA/UBE2V2/UBE2R2/VCP/CTR9/SHPRH/DERL1/UBE2E1/UBE2K/H2BC5/UBE2D1/H2BC14/LEO1/UBA52/H2BC15/H2BC8/H2BC4/UCHL3/UBE2T",35
"R-HSA-382556","ABC-family proteins mediated transport","42/2126","103/10616",1.04070150621995e-06,1.02080574213045e-05,7.007819740026e-06,"PSMB10/PSME1/PSMB1/ABCC5/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PEX19/PSMB2/PSMC5/PSMD9/ERLEC1/PSMA3/OS9/PSMB5/VCP/PSMA1/PSMD13/PSMD10/SEM1/DERL1/PSMB3/ERLIN1/PSMC4/ABCB7/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/PSMB7/PSMD7/PSMD2/PSMD12/PSMD8/ABCD3/PSME3/PSMB4",42
"R-HSA-5685942","HDR through Homologous Recombination (HRR)","31/2126","67/10616",1.08025145465707e-06,1.05186528504564e-05,7.22104314676642e-06,"POLE/POLD4/POLD1/EME1/POLD2/XRCC2/UBB/UBC/RFC3/RPA2/SLX4/PCNA/POLE4/EXO1/BRIP1/BRCA2/POLE3/NBN/BRCA1/WRN/RAD51/RAD51C/CHEK1/BLM/UBA52/ATM/RAD51AP1/MRE11/RFC5/POLE2/RBBP8",31
"R-HSA-69618","Mitotic Spindle Checkpoint","44/2126","110/10616",1.09055359312857e-06,1.05420180669095e-05,7.23708334112783e-06,"ANAPC16/CENPT/RANGAP1/PLK1/INCENP/NUP37/AURKB/PPP2CB/ZWINT/MAD1L1/SPC24/PPP2R5C/ANAPC11/MAPRE1/CENPP/CENPO/CENPM/CENPF/KNTC1/DYNC1LI2/DYNC1LI1/PPP2R5B/DYNLL1/KIF2A/SEH1L/XPO1/CENPQ/UBE2E1/ANAPC10/BUB1/UBE2D1/ITGB3BP/ERCC6L/CENPE/ANAPC4/CDCA8/SEC13/KIF2C/CDC26/ZW10/BUB3/BIRC5/SPDL1/NDC80",44
"R-HSA-72163","mRNA Splicing - Major Pathway","64/2126","182/10616",1.13487255147749e-06,1.08173763614585e-05,7.42611649528041e-06,"POLR2G/BUD31/SRRM2/SNRPC/CWC15/SYF2/POLR2K/SMNDC1/SNRNP70/PLRG1/MTREX/SF3B4/SNRNP27/MAGOHB/CTNNBL1/LSM8/PRPF40A/CRNKL1/SNW1/SRSF10/MAGOH/SF3B5/CPSF3/SNRPD3/LSM7/HNRNPL/SF3B6/RBM22/HNRNPF/POLR2L/POLR2B/SRSF9/LSM2/SLU7/PPIL3/SNRPA/PRPF38A/SF3B3/POLR2E/PTBP1/LSM5/SNRPB/PPIH/SNRPD1/EIF4A3/PRPF31/WBP4/CSTF1/HNRNPR/SNRPB2/POLR2C/POLR2I/LSM4/GTF2F2/SNRNP40/SNRPD2/PRPF4/EFTUD2/CPSF2/NUDT21/PRPF19/PPIL1/YBX1/SF3A3",64
"R-HSA-5358351","Signaling by Hedgehog","55/2126","149/10616",1.13525688950839e-06,1.08173763614585e-05,7.42611649528041e-06,"PSMB10/PSME1/RBX1/TUBA4A/ADCY3/PSMB1/PRKACB/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PRKAR1A/ADCY9/PSMB2/IFT52/PSMC5/PSMD9/SPOP/WDR35/ERLEC1/PSMA3/SKP1/CSNK1A1/OS9/PSMB5/VCP/PSMA1/PSMD13/PSMD10/SEM1/CUL3/WDR19/PSMB3/PSMC4/ADAM17/ITCH/PSMA5/PSMD14/PSMD5/PSMA4/PSMC3/UBA52/ARRB1/PSMB7/SYVN1/PSMD7/PSMD2/PSMD12/PSMD8/KIF3A/PSME3/ADCY7/PSMB4",55
"R-HSA-5656169","Termination of translesion DNA synthesis","19/2126","32/10616",1.16285380508981e-06,1.10017516027646e-05,7.55268988748139e-06,"POLE/ISG15/POLD4/POLD1/UBE2L6/POLD2/UBB/UBC/UBA7/RFC3/RPA2/PCNA/POLE4/POLE3/PCLAF/UBA52/USP10/RFC5/POLE2",19
"R-HSA-5696399","Global Genome Nucleotide Excision Repair (GG-NER)","36/2126","84/10616",1.49566622682161e-06,1.40508362435213e-05,9.64588300470571e-06,"POLE/GTF2H5/POLD4/RBX1/POLD1/NFRKB/SUMO3/UBE2N/INO80C/POLD2/UBB/COPS5/UBC/COPS2/RFC3/RPA2/LIG3/PCNA/UBE2V2/RNF111/POLE4/POLE3/CUL4B/COPS4/CUL4A/MCRS1/CETN2/RUVBL1/SUMO2/UBA52/CHD1L/RFC5/DDB1/POLE2/GTF2H3/PARP1",36
"R-HSA-6782135","Dual incision in TC-NER","30/2126","65/10616",1.7145223862034e-06,1.59942158265408e-05,1.09800108649021e-05,"POLR2G/POLE/GTF2H5/POLD4/RBX1/POLD1/POLR2K/POLD2/UBB/UBC/RFC3/RPA2/PCNA/POLE4/POLR2L/POLR2B/UVSSA/POLE3/CUL4B/CUL4A/POLR2E/POLR2C/POLR2I/ZNF830/UBA52/RFC5/DDB1/POLE2/PRPF19/GTF2H3",30
"R-HSA-5696400","Dual Incision in GG-NER","22/2126","41/10616",1.79691009235546e-06,1.66463754389041e-05,1.14277176926115e-05,"POLE/GTF2H5/POLD4/RBX1/POLD1/POLD2/UBB/UBC/RFC3/RPA2/PCNA/POLE4/POLE3/CUL4B/CUL4A/UBA52/CHD1L/RFC5/DDB1/POLE2/GTF2H3/PARP1",22
"R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)","34/2126","78/10616",1.82281319246675e-06,1.67698813706941e-05,1.15125043734742e-05,"POLR2G/POLE/GTF2H5/POLD4/RBX1/POLD1/POLR2K/POLD2/UBB/COPS5/UBC/COPS2/RFC3/RPA2/LIG3/PCNA/POLE4/POLR2L/POLR2B/UVSSA/POLE3/CUL4B/COPS4/CUL4A/POLR2E/POLR2C/POLR2I/ZNF830/UBA52/RFC5/DDB1/POLE2/PRPF19/GTF2H3",34
"R-HSA-8866654","E3 ubiquitin ligases ubiquitinate target proteins","28/2126","59/10616",1.89763497693668e-06,1.73386647892707e-05,1.19029735395451e-05,"RNF181/UBE2L3/PEX5/PEX2/RRAGA/H2BC12/PRKDC/UBE2N/UBE2A/UBB/UBE2D2/UBC/UBE2B/PCNA/UBE2V2/VCP/CTR9/SHPRH/DERL1/UBE2E1/H2BC5/UBE2D1/H2BC14/LEO1/UBA52/H2BC15/H2BC8/H2BC4",28
